"nest","sex","bout_start","bout_length","inc_eff","lat","lon"
"S502","m","2011-06-08 16:42",281.583,0.958864,71.321,-156.67
"S502","m","2011-06-09 03:57",565.5,0.90893,71.321,-156.67
"S502","m","2011-06-09 22:44",441.75,0.937182,71.321,-156.67
"S502","m","2011-06-10 12:11",579.417,0.962031,71.321,-156.67
"S502","m","2011-06-11 06:07",529.5,0.939566,71.321,-156.67
"S502","m","2011-06-12 02:28",679.667,0.93232,71.321,-156.67
"S502","m","2011-06-13 00:11",470.5,0.96989,71.321,-156.67
"S502","m","2011-06-13 12:36",437.417,0.963422,71.321,-156.67
"S502","m","2011-06-14 06:03",528.75,0.962175,71.321,-156.67
"S502","m","2011-06-15 01:36",523.333,0.961783,71.321,-156.67
"S502","m","2011-06-15 18:42",620.333,0.979044,71.321,-156.67
"S502","m","2011-06-16 11:40",21.25,0.905882,71.321,-156.67
"S502","m","2011-06-16 12:55",745.417,0.978535,71.321,-156.67
"S502","f","2011-06-08 13:15",207.75,0.849579,71.321,-156.67
"S502","f","2011-06-08 21:24",392.417,0.978552,71.321,-156.67
"S502","f","2011-06-09 13:22",561.25,0.965702,71.321,-156.67
"S502","f","2011-06-10 06:06",364.917,0.956611,71.321,-156.67
"S502","f","2011-06-10 21:50",497.333,0.951743,71.321,-156.67
"S502","f","2011-06-11 14:57",690.75,0.965255,71.321,-156.67
"S502","f","2011-06-12 13:47",623.917,0.964739,71.321,-156.67
"S502","f","2011-06-13 08:02",274.167,0.942857,71.321,-156.67
"S502","f","2011-06-13 19:53",609.583,0.990157,71.321,-156.67
"S502","f","2011-06-14 14:52",643.833,0.984468,71.321,-156.67
"S502","f","2011-06-15 10:19",503.25,0.980129,71.321,-156.67
"S502","f","2011-06-16 05:03",397.417,0.947368,71.321,-156.67
"S502","f","2011-06-16 12:01",53.4167,0.812793,71.321,-156.67
"S502","f","2011-06-17 01:20",509.417,0.960739,71.321,-156.67
"S503","m","2011-06-07 13:16",429.333,0.909938,71.322,-156.669
"S503","m","2011-06-08 03:45",602.917,0.784381,71.322,-156.669
"S503","m","2011-06-08 23:28",777.083,0.749812,71.322,-156.669
"S503","m","2011-06-09 22:35",730.5,0.787132,71.322,-156.669
"S503","m","2011-06-10 20:30",605.833,0.708941,71.322,-156.669
"S503","m","2011-06-11 12:05",431.167,0.289911,71.322,-156.669
"S503","m","2011-06-12 03:20",636.417,0.327616,71.322,-156.669
"S503","m","2011-06-13 01:18",556.833,0.209967,71.322,-156.669
"S503","m","2011-06-13 20:55",665,0.299248,71.322,-156.669
"S503","m","2011-06-14 15:35",629.333,0.291578,71.322,-156.669
"S503","m","2011-06-15 11:22",659.5,0.26232,71.322,-156.669
"S503","m","2011-06-16 10:13",763.583,0.866747,71.322,-156.669
"S503","m","2011-06-17 09:51",805.5,0.910615,71.322,-156.669
"S503","m","2011-06-18 10:52",858.75,0.942164,71.322,-156.669
"S503","m","2011-06-19 12:44",858.5,0.944089,71.322,-156.669
"S503","m","2011-06-20 15:20",754.5,0.953059,71.322,-156.669
"S503","m","2011-06-21 17:50",716.833,0.935829,71.322,-156.669
"S503","m","2011-06-22 19:24",768.167,0.926882,71.322,-156.669
"S503","m","2011-06-23 20:45",768.25,0.950537,71.322,-156.669
"S503","f","2011-06-07 20:26",439.083,0.877016,71.322,-156.669
"S503","f","2011-06-08 13:48",579.417,0.639149,71.322,-156.669
"S503","f","2011-06-09 12:25",609.333,0.621991,71.322,-156.669
"S503","f","2011-06-10 10:49",581,0.707401,71.322,-156.669
"S503","f","2011-06-11 06:36",329.083,0.221828,71.322,-156.669
"S503","f","2011-06-11 19:16",483.583,0.573841,71.322,-156.669
"S503","f","2011-06-12 13:57",681.25,0.214434,71.322,-156.669
"S503","f","2011-06-13 10:38",616.583,0.348696,71.322,-156.669
"S503","f","2011-06-14 08:01",454.083,0.328134,71.322,-156.669
"S503","f","2011-06-15 02:05",556.5,0.371069,71.322,-156.669
"S503","f","2011-06-15 22:21",708.167,0.192045,71.322,-156.669
"S503","f","2011-06-16 22:56",654.5,0.966387,71.322,-156.669
"S503","f","2011-06-17 23:16",696.083,0.951155,71.322,-156.669
"S503","f","2011-06-19 01:12",692.417,0.956674,71.322,-156.669
"S503","f","2011-06-20 03:02",738,0.96477,71.322,-156.669
"S503","f","2011-06-21 03:56",834,0.959233,71.322,-156.669
"S503","f","2011-06-22 05:46",815.167,0.963198,71.322,-156.669
"S503","f","2011-06-23 08:12",753,0.950421,71.322,-156.669
"S503","f","2011-06-24 09:33",771.833,0.948175,71.322,-156.669
"S504","m","2011-06-08 13:02",392.667,0.85972,71.3216,-156.674
"S504","m","2011-06-09 03:59",511.833,0.937805,71.3216,-156.674
"S504","m","2011-06-09 23:37",767,0.926988,71.3216,-156.674
"S504","m","2011-06-10 23:04",790.75,0.876067,71.3216,-156.674
"S504","f","2011-06-08 00:18",764.417,0.66118,71.3216,-156.674
"S504","f","2011-06-08 19:38",500,0.952,71.3216,-156.674
"S504","f","2011-06-09 12:32",590,0.922034,71.3216,-156.674
"S504","f","2011-06-10 12:24",640.25,0.962515,71.3216,-156.674
"S505","m","2011-06-09 13:59",631.75,0.972827,71.329,-156.639
"S505","m","2011-06-10 12:52",624.583,0.951301,71.329,-156.639
"S505","m","2011-06-11 12:19",649.083,0.899987,71.329,-156.639
"S505","m","2011-06-12 13:46",625.417,0.969354,71.329,-156.639
"S505","m","2011-06-13 10:10",538.167,0.93388,71.329,-156.639
"S505","m","2011-06-14 04:13",546.417,0.977886,71.329,-156.639
"S505","m","2011-06-15 00:08",581.917,0.97809,71.329,-156.639
"S505","m","2011-06-15 23:57",658,0.970871,71.329,-156.639
"S505","m","2011-06-17 00:08",695,0.986091,71.329,-156.639
"S505","m","2011-06-18 03:13",549,0.715543,71.329,-156.639
"S505","m","2011-06-19 03:58",1020.42,0.951735,71.329,-156.639
"S505","m","2011-06-20 09:58",879.583,0.967788,71.329,-156.639
"S505","f","2011-06-14 13:19",649.083,0.865965,71.329,-156.639
"S505","f","2011-06-15 09:51",758.5,0.946495,71.329,-156.639
"S505","f","2011-06-16 10:55",792.833,0.875552,71.329,-156.639
"S505","f","2011-06-17 11:44",928.417,0.941477,71.329,-156.639
"S505","f","2011-06-18 12:22",935.667,0.947453,71.329,-156.639
"S505","f","2011-06-19 20:59",779.083,0.940849,71.329,-156.639
"S505","f","2011-06-09 06:26",452.167,0.970697,71.329,-156.639
"S505","f","2011-06-10 00:32",738.917,0.973384,71.329,-156.639
"S505","f","2011-06-10 23:16",781.833,0.944575,71.329,-156.639
"S505","f","2011-06-11 23:19",866,0.987587,71.329,-156.639
"S505","f","2011-06-13 00:13",597.083,0.984508,71.329,-156.639
"S505","f","2011-06-13 19:10",541.583,0.964764,71.329,-156.639
"S507","m","2011-06-14 13:57",284.833,0.859567,71.3225,-156.668
"S507","m","2011-06-15 02:32",414,0.927536,71.3225,-156.668
"S507","m","2011-06-15 10:41",97.3333,0.794521,71.3225,-156.668
"S507","m","2011-06-15 17:47",484.417,0.958713,71.3225,-156.668
"S507","m","2011-06-16 08:59",494.167,0.625632,71.3225,-156.668
"S507","m","2011-06-17 02:52",617.583,0.860748,71.3225,-156.668
"S507","m","2011-06-17 23:14",489.5,0.906027,71.3225,-156.668
"S507","m","2011-06-18 12:17",412.25,0.922377,71.3225,-156.668
"S507","m","2011-06-19 06:06",646,0.925697,71.3225,-156.668
"S507","m","2011-06-20 04:19",681.5,0.903155,71.3225,-156.668
"S507","m","2011-06-21 03:58",726.75,0.925697,71.3225,-156.668
"S507","m","2011-06-22 04:02",710,0.96338,71.3225,-156.668
"S507","m","2011-06-23 05:38",724.417,0.953066,71.3225,-156.668
"S507","f","2011-06-14 08:14",342.25,0.772096,71.3225,-156.668
"S507","f","2011-06-14 18:44",466,0.95279,71.3225,-156.668
"S507","f","2011-06-15 09:28",46.9167,0.724689,71.3225,-156.668
"S507","f","2011-06-15 12:18",329.25,0.951405,71.3225,-156.668
"S507","f","2011-06-16 01:52",427.917,0.953262,71.3225,-156.668
"S507","f","2011-06-16 17:14",578.5,0.958513,71.3225,-156.668
"S507","f","2011-06-17 13:10",603.917,0.930454,71.3225,-156.668
"S507","f","2011-06-18 07:23",293.75,0.972766,71.3225,-156.668
"S507","f","2011-06-18 19:09",656.917,0.93302,71.3225,-156.668
"S507","f","2011-06-19 16:52",686.917,0.959238,71.3225,-156.668
"S507","f","2011-06-20 15:40",737.5,0.964746,71.3225,-156.668
"S507","f","2011-06-21 16:05",717.417,0.930305,71.3225,-156.668
"S507","f","2011-06-22 15:52",826.25,0.966112,71.3225,-156.668
"S507","f","2011-06-23 17:43",805.083,0.950316,71.3225,-156.668
"S510","f","2011-06-17 16:19",597.417,0.957456,71.3214,-156.675
"S510","f","2011-06-18 10:02",199.333,0.921405,71.3214,-156.675
"S510","f","2011-06-18 20:44",680,0.952941,71.3214,-156.675
"S510","f","2011-06-19 18:32",662.083,0.948647,71.3214,-156.675
"S510","f","2011-06-20 17:07",591.25,0.955039,71.3214,-156.675
"S510","f","2011-06-21 13:52",612.167,0.950994,71.3214,-156.675
"S510","f","2011-06-22 09:30",589.167,0.92546,71.3214,-156.675
"S510","f","2011-06-23 05:05",760.583,0.918374,71.3214,-156.675
"S510","m","2011-06-17 06:28",591.583,0.865474,71.3214,-156.675
"S510","m","2011-06-18 02:20",462.333,0.92646,71.3214,-156.675
"S510","m","2011-06-18 13:22",440.667,0.939486,71.3214,-156.675
"S510","m","2011-06-19 08:06",626.333,0.955295,71.3214,-156.675
"S510","m","2011-06-20 05:34",692.75,0.95501,71.3214,-156.675
"S510","m","2011-06-21 02:58",651.333,0.917093,71.3214,-156.675
"S510","m","2011-06-22 00:04",566.583,0.954111,71.3214,-156.675
"S510","m","2011-06-22 19:20",585.75,0.966283,71.3214,-156.675
"S512","f","2011-06-21 07:54",376,0.952128,71.3256,-156.64
"S512","f","2011-06-21 23:48",479.833,0.974991,71.3256,-156.64
"S512","f","2011-06-22 17:35",583.5,0.972579,71.3256,-156.64
"S512","m","2011-06-21 00:35",439.333,0.92261,71.3256,-156.64
"S512","m","2011-06-21 14:10",577.333,0.979215,71.3256,-156.64
"S512","m","2011-06-22 07:48",587.167,0.97275,71.3256,-156.64
"S513","m","2011-06-22 12:22",509.667,0.953401,71.3232,-156.664
"S513","m","2011-06-23 07:26",499.833,0.96032,71.3232,-156.664
"S513","m","2011-06-24 01:06",553.917,0.927937,71.3232,-156.664
"S513","m","2011-06-24 20:35",474.167,0.97891,71.3232,-156.664
"S513","m","2011-06-25 14:24",687.667,0.965099,71.3232,-156.664
"S513","m","2011-06-26 11:30",716.417,0.934396,71.3232,-156.664
"S513","m","2011-06-27 11:00",851.167,0.965929,71.3232,-156.664
"S513","m","2011-06-28 13:06",712.333,0.969116,71.3232,-156.664
"S513","m","2011-06-29 12:38",724.417,0.96687,71.3232,-156.664
"S513","m","2011-06-30 12:39",744.917,0.96767,71.3232,-156.664
"S513","m","2011-07-01 12:41",739.417,0.939141,71.3232,-156.664
"S513","m","2011-07-02 14:00",670.25,0.898545,71.3232,-156.664
"S513","m","2011-07-03 12:17",814.75,0.951417,71.3232,-156.664
"S513","m","2011-07-04 15:04",734.083,0.942786,71.3232,-156.664
"S513","m","2011-07-05 15:22",739.5,0.938472,71.3232,-156.664
"S513","m","2011-07-06 17:03",708.917,0.937933,71.3232,-156.664
"S513","m","2011-07-07 18:22",715.75,0.916987,71.3232,-156.664
"S513","m","2011-07-08 20:07",894.75,0.901742,71.3232,-156.664
"S513","f","2011-06-23 16:06",538,0.888476,71.3232,-156.664
"S513","f","2011-06-24 16:59",215.917,0.964107,71.3232,-156.664
"S513","f","2011-06-25 04:29",595.083,0.941185,71.3232,-156.664
"S513","f","2011-06-26 01:52",578.417,0.972338,71.3232,-156.664
"S513","f","2011-06-26 23:26",693.917,0.971178,71.3232,-156.664
"S513","f","2011-06-28 01:12",714.667,0.966418,71.3232,-156.664
"S513","f","2011-06-29 00:59",699.417,0.959967,71.3232,-156.664
"S513","f","2011-06-30 00:42",716.333,0.90926,71.3232,-156.664
"S513","f","2011-07-01 01:04",696.667,0.844019,71.3232,-156.664
"S513","f","2011-07-02 01:00",780.25,0.91413,71.3232,-156.664
"S513","f","2011-07-03 01:10",666,0.852978,71.3232,-156.664
"S513","f","2011-07-04 01:52",791.833,0.939381,71.3232,-156.664
"S513","f","2011-07-05 03:18",722.417,0.916253,71.3232,-156.664
"S513","f","2011-07-06 03:42",801.083,0.92635,71.3232,-156.664
"S513","f","2011-07-07 04:52",810.417,0.888432,71.3232,-156.664
"S513","f","2011-07-08 06:18",828.833,0.901066,71.3232,-156.664
"S513","f","2011-07-09 11:04",899.417,0.908367,71.3232,-156.664
"S513","f","2011-06-22 06:37",345.083,0.953634,71.3232,-156.664
"S513","f","2011-06-22 22:25",539,0.977737,71.3232,-156.664
"S514","f","2011-06-22 06:14",348.083,0.833134,71.3301,-156.644
"S514","f","2011-06-22 19:03",471.917,0.923715,71.3301,-156.644
"S514","f","2011-06-23 13:16",615.833,0.970771,71.3301,-156.644
"S514","f","2011-06-24 08:09",525.583,0.931505,71.3301,-156.644
"S514","f","2011-06-25 03:33",396.5,0.949559,71.3301,-156.644
"S514","m","2011-06-22 12:04",419.5,0.914184,71.3301,-156.644
"S514","m","2011-06-23 02:55",620.75,0.951671,71.3301,-156.644
"S514","m","2011-06-23 23:34",515.083,0.968937,71.3301,-156.644
"S514","m","2011-06-24 16:54",638.75,0.921722,71.3301,-156.644
"S516","m","2011-06-27 21:51",579.833,0.955591,71.323,-156.678
"S516","m","2011-06-28 18:45",615.25,0.964242,71.323,-156.678
"S516","m","2011-06-29 18:07",646.167,0.956668,71.323,-156.678
"S516","m","2011-06-30 15:32",670,0.973134,71.323,-156.678
"S516","m","2011-07-01 11:58",613,0.957586,71.323,-156.678
"S516","f","2011-06-27 10:33",678.167,0.936594,71.323,-156.678
"S516","f","2011-06-28 07:40",665.583,0.957932,71.323,-156.678
"S516","f","2011-06-29 05:00",786.5,0.946599,71.323,-156.678
"S516","f","2011-06-30 04:53",638.75,0.974951,71.323,-156.678
"S516","f","2011-07-01 02:42",556.25,0.985618,71.323,-156.678
"S518","m","2011-06-27 01:44",544.25,0.801562,71.3176,-156.664
"S518","m","2011-06-27 21:46",628,0.952229,71.3176,-156.664
"S518","m","2011-06-28 20:10",665.417,0.957921,71.3176,-156.664
"S518","m","2011-06-29 19:36",695.833,0.956886,71.3176,-156.664
"S518","f","2011-06-27 10:48",657.583,0.960461,71.3176,-156.664
"S518","f","2011-06-28 08:14",716,0.99162,71.3176,-156.664
"S518","f","2011-06-29 07:15",741.083,0.986506,71.3176,-156.664
"S520","f","2011-07-06 23:23",812.25,0.931056,71.326,-156.676
"S520","f","2011-07-07 12:59",13.3333,0.79375,71.326,-156.676
"S520","f","2011-07-08 02:24",1099.83,0.905895,71.326,-156.676
"S520","f","2011-07-09 07:06",852.417,0.917881,71.326,-156.676
"S520","f","2011-07-10 10:56",5.16667,1,71.326,-156.676
"S520","f","2011-07-10 11:34",798.167,0.934851,71.326,-156.676
"S520","f","2011-07-11 14:21",731.917,0.928954,71.326,-156.676
"S520","f","2011-07-12 13:09",798.167,0.962414,71.326,-156.676
"S520","f","2011-07-13 15:16",782.25,0.948865,71.326,-156.676
"S520","m","2011-07-07 12:56",3.41667,1,71.326,-156.676
"S520","m","2011-07-07 13:14",782,0.888747,71.326,-156.676
"S520","m","2011-07-08 20:44",621.667,0.935657,71.326,-156.676
"S520","m","2011-07-09 21:18",818.083,0.876541,71.326,-156.676
"S520","m","2011-07-10 11:01",32.75,0.877863,71.326,-156.676
"S520","m","2011-07-11 00:52",809.333,0.898682,71.326,-156.676
"S520","m","2011-07-12 02:33",635.333,0.889822,71.326,-156.676
"S520","m","2011-07-13 02:27",769.083,0.898581,71.326,-156.676
"S521","m","2011-07-09 09:24",678.417,0.801007,71.3267,-156.673
"S521","m","2011-07-10 09:27",884.25,0.893695,71.3267,-156.673
"S521","m","2011-07-11 12:54",683.5,0.871251,71.3267,-156.673
"S521","f","2011-07-09 20:42",765.333,0.843206,71.3267,-156.673
"S521","f","2011-07-11 00:12",762.167,0.92412,71.3267,-156.673
"S601","m","2011-06-21 07:18",695,0.938129,71.3213,-156.648
"S601","m","2011-06-22 06:11",749.25,0.926593,71.3213,-156.648
"S601","m","2011-06-23 05:58",716.167,0.986037,71.3213,-156.648
"S601","f","2011-06-21 18:54",677.75,0.961638,71.3213,-156.648
"S601","f","2011-06-22 18:42",676.833,0.937946,71.3213,-156.648
"S701","m","2011-06-10 18:37",334.667,0.913347,71.3185,-156.668
"S701","m","2011-06-11 09:28",413.833,0.900926,71.3185,-156.668
"S701","m","2011-06-12 01:52",720.25,0.909754,71.3185,-156.668
"S701","m","2011-06-12 23:24",4.75,0.929825,71.3185,-156.668
"S701","m","2011-06-13 04:07",524,0.849237,71.3185,-156.668
"S701","m","2011-06-13 21:12",440,0.938636,71.3185,-156.668
"S701","m","2011-06-14 13:22",556,0.942446,71.3185,-156.668
"S701","m","2011-06-15 08:48",552.667,0.958384,71.3185,-156.668
"S701","m","2011-06-16 05:14",397.083,0.924449,71.3185,-156.668
"S701","m","2011-06-16 21:27",585.667,0.948776,71.3185,-156.668
"S701","f","2011-06-14 22:38",610.333,0.909885,71.3185,-156.668
"S701","f","2011-06-15 18:02",671.5,0.950856,71.3185,-156.668
"S701","f","2011-06-16 11:51",576.75,0.892501,71.3185,-156.668
"S701","f","2011-06-11 00:14",552,0.961957,71.3185,-156.668
"S701","f","2011-06-11 16:22",569.167,0.952562,71.3185,-156.668
"S701","f","2011-06-12 13:52",569.75,0.924528,71.3185,-156.668
"S701","f","2011-06-12 23:38",267,0.977528,71.3185,-156.668
"S701","f","2011-06-13 12:53",498,0.971888,71.3185,-156.668
"S701","f","2011-06-14 04:32",529,0.958412,71.3185,-156.668
"S703","f","2011-06-19 06:46",701.583,0.922437,71.3283,-156.641
"S703","f","2011-06-20 04:45",845,0.92998,71.3283,-156.641
"S703","f","2011-06-21 06:47",847.167,0.935274,71.3283,-156.641
"S703","f","2011-06-22 08:33",812.667,0.902071,71.3283,-156.641
"S703","f","2011-06-23 09:28",599.667,0.917593,71.3283,-156.641
"S703","f","2011-06-24 07:27",637.917,0.908948,71.3283,-156.641
"S703","f","2011-06-25 04:18",610.083,0.822429,71.3283,-156.641
"S703","m","2011-06-18 20:05",640.75,0.958902,71.3283,-156.641
"S703","m","2011-06-19 18:28",616.75,0.937981,71.3283,-156.641
"S703","m","2011-06-20 18:51",716.167,0.943798,71.3283,-156.641
"S703","m","2011-06-21 20:55",697.083,0.944411,71.3283,-156.641
"S703","m","2011-06-22 22:06",681.667,0.771271,71.3283,-156.641
"S703","m","2011-06-23 19:28",717.417,0.910559,71.3283,-156.641
"S703","m","2011-06-24 18:06",612.083,0.914227,71.3283,-156.641
"S703","m","2011-06-25 14:28",684.333,0.703604,71.3283,-156.641
"S704","m","2011-06-12 22:48",470.5,0.936238,71.3228,-156.65
"S704","m","2011-06-13 13:29",606.583,0.960434,71.3228,-156.65
"S704","m","2011-06-14 09:27",652.333,0.920286,71.3228,-156.65
"S704","m","2011-06-15 07:22",694.167,0.953902,71.3228,-156.65
"S704","m","2011-06-16 07:12",683.333,0.953537,71.3228,-156.65
"S704","m","2011-06-17 06:46",715.917,0.946921,71.3228,-156.65
"S704","m","2011-06-18 07:47",712.333,0.950047,71.3228,-156.65
"S704","m","2011-06-19 08:55",697.167,0.928281,71.3228,-156.65
"S704","m","2011-06-20 09:42",724.75,0.925492,71.3228,-156.65
"S704","m","2011-06-21 11:29",633.417,0.952638,71.3228,-156.65
"S704","m","2011-06-22 10:09",739,0.933807,71.3228,-156.65
"S704","m","2011-06-23 11:09",690.333,0.91888,71.3228,-156.65
"S704","f","2011-06-13 06:38",410.75,0.873402,71.3228,-156.65
"S704","f","2011-06-13 23:35",591.417,0.912076,71.3228,-156.65
"S704","f","2011-06-14 20:19",663.167,0.930636,71.3228,-156.65
"S704","f","2011-06-15 18:56",735.5,0.9293,71.3228,-156.65
"S704","f","2011-06-16 18:36",730.333,0.950707,71.3228,-156.65
"S704","f","2011-06-17 18:42",785,0.915924,71.3228,-156.65
"S704","f","2011-06-18 19:40",795.083,0.927052,71.3228,-156.65
"S704","f","2011-06-19 20:32",790.667,0.967116,71.3228,-156.65
"S704","f","2011-06-20 21:47",821.583,0.951313,71.3228,-156.65
"S704","f","2011-06-21 22:02",727.25,0.958749,71.3228,-156.65
"S704","f","2011-06-22 22:29",760.167,0.957246,71.3228,-156.65
"S704","f","2011-06-23 22:40",754.667,0.954947,71.3228,-156.65
"S704","f","2011-06-12 12:18",628,0.971338,71.3228,-156.65
"S706","m","2011-06-12 02:32",391.583,0.863162,71.3207,-156.673
"S706","m","2011-06-12 20:17",474.917,0.863309,71.3207,-156.673
"S706","m","2011-06-13 15:23",575.75,0.910117,71.3207,-156.673
"S706","m","2011-06-14 11:14",531.25,0.903529,71.3207,-156.673
"S706","m","2011-06-15 08:49",588.167,0.932275,71.3207,-156.673
"S706","m","2011-06-16 06:31",652.833,0.920347,71.3207,-156.673
"S706","m","2011-06-17 06:58",720.25,0.922249,71.3207,-156.673
"S706","m","2011-06-18 08:40",754.917,0.92582,71.3207,-156.673
"S706","m","2011-06-19 09:51",665.75,0.91288,71.3207,-156.673
"S706","m","2011-06-20 12:50",708.583,0.940727,71.3207,-156.673
"S706","m","2011-06-21 16:04",698,0.965616,71.3207,-156.673
"S706","f","2011-06-13 04:14",669.083,0.856396,71.3207,-156.673
"S706","f","2011-06-14 00:59",614.333,0.934346,71.3207,-156.673
"S706","f","2011-06-14 20:06",763.667,0.963335,71.3207,-156.673
"S706","f","2011-06-15 18:38",713.167,0.977565,71.3207,-156.673
"S706","f","2011-06-16 17:24",814.083,0.960692,71.3207,-156.673
"S706","f","2011-06-17 18:58",821.333,0.976055,71.3207,-156.673
"S706","f","2011-06-18 21:14",756.083,0.957677,71.3207,-156.673
"S706","f","2011-06-19 20:56",954.083,0.955979,71.3207,-156.673
"S706","f","2011-06-21 00:39",925.5,0.937331,71.3207,-156.673
"S706","f","2011-06-22 03:42",1019.25,0.922492,71.3207,-156.673
"S706","f","2011-06-12 12:03",493,0.971602,71.3207,-156.673
"S707","f","2011-06-14 19:50",621.583,0.974259,71.3184,-156.66
"S707","f","2011-06-15 17:54",660.333,0.933367,71.3184,-156.66
"S707","f","2011-06-16 11:31",306.333,0.928183,71.3184,-156.66
"S707","f","2011-06-16 23:13",830.333,0.983139,71.3184,-156.66
"S707","f","2011-06-17 23:57",624.333,0.961559,71.3184,-156.66
"S707","f","2011-06-18 22:46",662.5,0.954717,71.3184,-156.66
"S707","f","2011-06-19 22:26",709.667,0.966181,71.3184,-156.66
"S707","f","2011-06-20 22:29",812.583,0.968003,71.3184,-156.66
"S707","f","2011-06-22 01:38",742.083,0.951488,71.3184,-156.66
"S707","f","2011-06-23 03:43",824.333,0.973312,71.3184,-156.66
"S707","f","2011-06-24 05:32",755.417,0.981467,71.3184,-156.66
"S707","m","2011-06-15 06:12",701.833,0.925908,71.3184,-156.66
"S707","m","2011-06-16 04:54",396.583,0.969742,71.3184,-156.66
"S707","m","2011-06-16 16:37",396.417,0.964684,71.3184,-156.66
"S707","m","2011-06-17 13:04",653.333,0.938776,71.3184,-156.66
"S707","m","2011-06-18 10:21",745.167,0.935585,71.3184,-156.66
"S707","m","2011-06-19 09:49",756.583,0.957705,71.3184,-156.66
"S707","m","2011-06-20 10:15",734.25,0.970037,71.3184,-156.66
"S707","m","2011-06-21 12:02",816,0.970588,71.3184,-156.66
"S707","m","2011-06-22 14:00",822.5,0.978115,71.3184,-156.66
"S707","m","2011-06-23 17:27",725.417,0.944859,71.3184,-156.66
"S707","m","2011-06-24 18:08",636.083,0.959125,71.3184,-156.66
"S707","m","2011-06-14 08:50",660.667,0.978809,71.3184,-156.66
"S708","f","2011-06-15 19:50",654.583,0.97823,71.3266,-156.67
"S708","f","2011-06-16 18:11",691.917,0.983379,71.3266,-156.67
"S708","f","2011-06-17 17:11",737.833,0.952338,71.3266,-156.67
"S708","f","2011-06-18 19:47",708.833,0.932283,71.3266,-156.67
"S708","f","2011-06-19 20:11",732.833,0.974301,71.3266,-156.67
"S708","f","2011-06-20 21:17",674.25,0.990112,71.3266,-156.67
"S708","f","2011-06-21 20:33",788.25,0.989534,71.3266,-156.67
"S708","f","2011-06-22 22:21",691.833,0.974344,71.3266,-156.67
"S708","f","2011-06-23 20:39",627.583,0.981543,71.3266,-156.67
"S708","m","2011-06-15 08:11",698.833,0.898044,71.3266,-156.67
"S708","m","2011-06-16 06:45",686.083,0.80566,71.3266,-156.67
"S708","m","2011-06-17 05:43",688.083,0.858786,71.3266,-156.67
"S708","m","2011-06-18 05:29",857.917,0.878679,71.3266,-156.67
"S708","m","2011-06-19 07:36",754.833,0.918194,71.3266,-156.67
"S708","m","2011-06-20 08:24",772.833,0.975307,71.3266,-156.67
"S708","m","2011-06-21 08:31",721.917,0.992612,71.3266,-156.67
"S708","m","2011-06-22 09:41",758.833,0.964199,71.3266,-156.67
"S708","m","2011-06-23 09:53",645.417,0.936862,71.3266,-156.67
"S708","m","2011-06-24 07:07",615.5,0.975223,71.3266,-156.67
"S709","m","2011-06-16 10:06",888.583,0.968489,71.323,-156.648
"S709","m","2011-06-17 11:54",761.583,0.955356,71.323,-156.648
"S709","m","2011-06-18 11:25",806.5,0.965282,71.323,-156.648
"S709","m","2011-06-19 13:02",797,0.972396,71.323,-156.648
"S709","m","2011-06-20 14:36",731.917,0.948081,71.323,-156.648
"S709","m","2011-06-21 15:30",689.667,0.956501,71.323,-156.648
"S709","m","2011-06-22 14:08",768.667,0.963573,71.323,-156.648
"S709","m","2011-06-23 16:19",814.083,0.977889,71.323,-156.648
"S709","m","2011-06-24 19:11",789.583,0.939208,71.323,-156.648
"S709","f","2011-06-16 00:29",564.667,0.929752,71.323,-156.648
"S709","f","2011-06-17 00:54",659.583,0.957549,71.323,-156.648
"S709","f","2011-06-18 00:35",650.083,0.963082,71.323,-156.648
"S709","f","2011-06-19 00:52",730.5,0.937029,71.323,-156.648
"S709","f","2011-06-20 02:19",736.333,0.967406,71.323,-156.648
"S709","f","2011-06-21 02:48",762.667,0.934441,71.323,-156.648
"S709","f","2011-06-22 03:00",668.5,0.94914,71.323,-156.648
"S709","f","2011-06-23 02:57",802,0.962593,71.323,-156.648
"S709","f","2011-06-24 05:53",798,0.962406,71.323,-156.648
"S709","f","2011-06-25 08:21",816.75,0.898378,71.323,-156.648
"S802","m","2011-06-21 12:55",491.833,0.711284,71.3304,-156.643
"S802","m","2011-06-22 05:40",433.667,0.764796,71.3304,-156.643
"S802","m","2011-06-22 20:21",502.667,0.948276,71.3304,-156.643
"S802","m","2011-06-23 15:40",658.667,0.930162,71.3304,-156.643
"S802","m","2011-06-24 13:08",650.917,0.906414,71.3304,-156.643
"S802","m","2011-06-25 10:48",449.833,0.902186,71.3304,-156.643
"S802","m","2011-06-26 04:50",648.667,0.950668,71.3304,-156.643
"S802","m","2011-06-27 05:44",776,0.902384,71.3304,-156.643
"S802","m","2011-06-28 07:21",786.667,0.95678,71.3304,-156.643
"S802","m","2011-06-29 10:13",748.25,0.951888,71.3304,-156.643
"S802","f","2011-06-21 06:28",387.5,0.943226,71.3304,-156.643
"S802","f","2011-06-21 21:07",510.667,0.929504,71.3304,-156.643
"S802","f","2011-06-22 12:53",447.667,0.937453,71.3304,-156.643
"S802","f","2011-06-23 04:46",652,0.978528,71.3304,-156.643
"S802","f","2011-06-24 02:38",627.333,0.955367,71.3304,-156.643
"S802","f","2011-06-25 00:00",648.417,0.962987,71.3304,-156.643
