"author","datetime_","datetime_left","nest","bird_incubate","gps_left","wp_left","dist_left_nest","behav_left","activity","n_eggs","n_chicks","state","eggs_collected","captures_id","bird1_cb","dist_bird1_app","bird2_cb","dist_bird2_app","RFID","RFID_ID","MSR","MSR_ID","TT","TT_ID","treatment","recorder","recorder_ID","balance","balance_ID","ARS","ARS_ID","fake_egg","fake_egg_ID","cage","remarks","visits_pk"
"mb,fh","2013-06-12 11:42:00","2013-06-12 12:07:00","a501","y",\N,\N,"10","fo","f","3","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"100"
"mb,fh","2013-06-12 12:10:00","2013-06-12 12:45:00","s802","y","5","76",\N,"fo,ro","ca","4","0","w","0","75",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"101"
"mb,fh","2013-06-12 13:14:00","2013-06-12 13:22:00","s607","y","5","79",\N,"fo,a","l","4","0","w","0",\N,\N,\N,\N,\N,"download",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"102"
"mb,fh","2013-06-12 14:19:00","2013-06-12 14:29:00","s506","y",\N,\N,"15","fo","f,l","3","0","w","0",\N,"x-gf,gr/m-db,o","8","noba",\N,"on","57","on","306845",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"103"
"mb,fh","2013-06-12 14:36:00","2013-06-12 14:42:00","s601","n",\N,\N,\N,\N,"c","4","0","?d","0",\N,\N,\N,\N,\N,"download",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"eggs not turned","104"
"ms,lv","2013-06-12 08:40:00","2013-06-12 09:17:00","d606","y","7","41",\N,"fo","ca,l","4","0","w","0","43","noba",\N,\N,\N,"on","68","on","306851",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"105"
"ms,lv","2013-06-12 09:46:00","2013-06-12 10:31:00","d703","y",\N,\N,\N,"fo","ca,f,e,l","4","0","w","0","44","noba","10",\N,\N,"on","29","on","309056",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"106"
"ms,lv","2013-06-12 14:12:00","2013-06-12 14:19:00","s401","y",\N,\N,\N,"fo","f,e,l","4","0","w","0",\N,"x-db,o,w/m-gf,gr",\N,\N,\N,\N,\N,"on","306844",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"107"
"ms,lv","2013-06-12 15:18:00","2013-06-12 15:21:00","s401","y","7","45",\N,"fo","l","4","0","w","0",\N,"x-db,o,w/m-gf,gr",\N,\N,\N,"on","18",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"108"
"ms,lv","2013-06-12 10:44:00","2013-06-12 11:23:00","d403","y","7","42",\N,"fo","ca,l","4","0","w","0","45","noba",\N,\N,\N,"on","4","on","309040",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"109"
"ms,lv","2013-06-12 12:48:00","2013-06-12 13:19:00","d605","y","7","43",\N,"fo","ca,l","4","0","w","0","47","noba",\N,\N,\N,"on","15","on","309052",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"110"
"ms,lv","2013-06-12 15:48:00","2013-06-12 16:15:00","d603","n",\N,\N,\N,\N,"c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird didn't show up after 20min waiting, eggs turned - bird flew over quite far, but suspect to be bird from the nest","111"
"ms,lv","2013-06-12 16:30:00","2013-06-12 17:01:00","d604","y","7","48",\N,"fo","ca","4","0","w","0","48","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"112"
"ms,lv","2013-06-12 17:11:00","2013-06-12 17:45:00","d701","y","7","49",\N,"fo","ca,l","4","0","w","0","82","noba",\N,\N,\N,"on","20","on","309060",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2 dunlins 20m from nest, one RC, one noba","113"
"ms,lv","2013-06-12 11:40:00","2013-06-12 12:26:00","d503","n",\N,\N,\N,\N,"ca,e","4","0","w","0","46","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on egg was turned, turned it back after eggs measure","114"
"fh","2013-06-12 20:12:00","2013-06-12 20:15:00","s601","n",\N,\N,\N,\N,"l,c","4","0","d","4",\N,\N,\N,\N,\N,"off","75","off","309051",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"collected 4 dead eggs after no turning of upside down eggs and checked RFID-Data that showed no activity on the nest","115"
"lv,ms","2013-06-13 08:59:00","2013-06-13 09:04:00","s402","y",\N,\N,\N,"fo","f,e","4","0","w","0",\N,"noba","5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do still pictures eggs","116"
"lv,ms","2013-06-13 09:41:00","2013-06-13 09:46:00","s702","y",\N,\N,\N,"fo","f,e","4","0","w","0",\N,"noba","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do still pictures eggs","117"
"lv,ms,ar","2013-06-13 10:17:00","2013-06-13 10:27:00","s403","y",\N,\N,\N,"fo","f,e,l","4","0","w","0",\N,"x-o,dg,o/m-gf,gr","2.5",\N,\N,"on","49","on","309036",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"118"
"lv,ms","2013-06-13 10:45:00","2013-06-13 10:54:00","s703","y",\N,\N,\N,"fo","f,e,l","4","0","w","0",\N,"x-o,db,w/m-gf,gr","2.5",\N,\N,"on","26","on","306852",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"119"
"lv,ms","2013-06-13 11:29:00","2013-06-13 11:35:00","s404","y",\N,\N,\N,"fo","f,e","4","0","w","0",\N,"noba","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do still picture eggs","120"
"lv,ms","2013-06-13 15:00:00","2013-06-13 15:03:00","s704","y",\N,\N,"5","ro","f,e","3","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"121"
"ar","2013-06-12 17:38:00","2013-06-12 17:46:00","s610","y",\N,\N,"8","fo","f,e","4","0","w","0",\N,"x-db,w,o/m-gf,gr","10","noba","7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"122"
"fh","2013-06-12 22:35:00","2013-06-12 23:10:00","s604","y","8","83",\N,"ro","l,c","4","0","w","0",\N,"rc","2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","1m: 23:07:50, on: 23:08:10","123"
"fh,mb","2013-06-13 08:29:00","2013-06-13 08:38:00","s506","n",\N,\N,\N,\N,"l,c","4","0","w","0",\N,"x-gf,gr/m-db,o","3",\N,\N,"download","57",\N,\N,\N,\N,\N,"newBatt44","2",\N,\N,\N,\N,\N,\N,\N,"Battery-V: 13.18V (big block), started approx. 8:35","124"
"fh,mb","2013-06-13 08:48:00","2013-06-13 09:07:00","s608","y","5","83",\N,"fo","l,c","4","0","w","0",\N,\N,\N,\N,\N,"download","27",\N,\N,\N,\N,\N,"newBatt44","4",\N,\N,\N,\N,\N,\N,\N,"Battery-V: 13.11V (black block), started at 9:06, 1m: 8:54:20","125"
"fh","2013-06-13 09:14:00","2013-06-13 09:27:00","s609","n",\N,\N,\N,\N,"l,c","4","0","w","0",\N,\N,\N,\N,\N,"off","66",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"changed RFID from 66 to 69, because it didn't read","126"
"fh","2013-06-13 09:14:00","2013-06-13 09:27:00","s609","n",\N,\N,\N,\N,"l,c","4","0","w","0",\N,\N,\N,\N,\N,"on","69",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"changed RFID from 66 to 69, because it didn't read","127"
"fh,mb","2013-06-13 09:48:00","2013-06-13 09:58:00","s505","y","5","85","2","ro","ca,l,c","4","0","w","0","77",\N,\N,\N,\N,"download","45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"128"
"ar","2013-06-12 17:55:00","2013-06-12 18:01:00","s610","y","6","120",\N,"fo","l","4","0","w","0",\N,"x-db,w,o/m-gf,gr",\N,"noba",\N,"on","8","on","309045",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"male is still displaying","129"
"lv,ms,ar","2013-06-13 07:19:00","2013-06-13 07:29:00","s611","y",\N,\N,"8","fo","f,e,l","4","0","w","0",\N,"noba",\N,"?-gf,gr/?-dg,dg,dg",\N,"on","74","on","309031","on",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"130"
"fh,mb","2013-06-13 10:20:00","2013-06-13 10:22:00","s803","y","5","86","7","fo","c","4","0","w","0",\N,"x-lb,gf,gr/m-dg,w,dg",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird flew through cage without being struck by it","131"
"fh,mb","2013-06-13 11:24:00","2013-06-13 11:30:00","s605","y","8","84","4","ro","l,c","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","1m: 11:30:15, on: 11:30:45","132"
"ar","2013-06-13 08:44:00","2013-06-13 08:46:00","s803",\N,\N,\N,\N,\N,"c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"skua tries to land on cage but changes its mind when it sees the threatening spikes and hovers. Incubating bird flushes without a problem, is chased by skua but escapes.","133"
"ar","2013-06-13 08:44:00","2013-06-13 08:46:00","s611","y",\N,\N,\N,\N,"c","4","0","3w,1m","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"skua lands next to nest, incubating bird flushes violently, skua bends down but is chased off by me, haven't seen whether the flushing bird damaged the egg or the skua. Skua proceeds pecking at pintail eggs nearby. Photos: 6-0710 damaged pintail eggs, 6-0","134"
"fh,mb","2013-06-13 11:42:00","2013-06-13 11:52:00","s507","y",\N,\N,\N,"fo","f,l","3","0","w","0",\N,"rc","5",\N,\N,"on","64","on","309047",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","bird looks like it has only 1 leg (with flag), doesn't use 2nd leg","135"
"ar","2013-06-13 09:04:00","2013-06-13 09:11:00","s611","n",\N,\N,\N,\N,"c","3","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","Skua sits next to cage 9:12 and leaves, bird at cage 09:16, walks around, sits down 09:17:22, immediately stands up again and flies off with damaged egg. todo nail cage down.","136"
"fh,mb","2013-06-13 14:08:00","2013-06-13 14:43:00","s508","y",\N,\N,"10","fo","ca,f,e,l","4","0","w","0","79",\N,\N,\N,\N,"on","33","on","306859",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"137"
"ar","2013-06-13 11:20:00","2013-06-13 11:27:00","s612","y",\N,\N,"2","ro","f","2","0","w","0",\N,"noba","15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"138"
"fh,mb","2013-06-13 15:09:00","2013-06-13 15:51:00","s509","y",\N,\N,"0","ro","ca,f,e,l","4","0","w","0","80",\N,\N,\N,\N,"on","21","on","309034",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"139"
"ar","2013-06-13 12:43:00","2013-06-13 12:47:00","s403","y","6","128",\N,"fo","c","4","0","w","0",\N,\N,\N,"?-?/?-o,r,w?","12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","bird approaches cage to within about a meter 3 times, next to cage 12:49)23, fo, back 12:51, on 12:53","140"
"fh","2013-06-13 16:38:00","2013-06-13 16:53:00","s802","y","8","86",\N,"fo","l,c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBatt31","1",\N,\N,\N,\N,\N,\N,\N,"Battery-V: 13.13V (grey block), started approx. at 16:45, 1m: 16:52, on the battery is a screw on the contact missing","141"
"ar","2013-06-13 13:48:00","2013-06-13 13:52:00","s613","y",\N,\N,"28","fo,a","f","3","0","w","0",\N,"noba","18",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"142"
"ar","2013-06-13 13:10:00","2013-06-13 13:13:00","s703","y","6","129",\N,"fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","back at 13:13:23, fo once, in cage 13:18:14, on nest 13:18:16","143"
"mb,ar","2013-06-13 16:45:00","2013-06-13 17:00:00","s504","n",\N,\N,\N,\N,"l","4","0","c","0",\N,\N,\N,\N,\N,"download","47",\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","1",\N,\N,"on","probably deserted :(","144"
"fh","2013-06-13 21:55:00","2013-06-13 22:04:00","s509","y","8","87",\N,"fo","l,c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","1m: 22:02:10, on: 22:03:35","145"
"fh","2013-06-13 22:05:00","2013-06-13 22:09:00","s508","y","8","88",\N,"fo","l,c","4","0","w","0",\N,"noba","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"146"
"fh","2013-06-13 22:22:00","2013-06-13 22:26:00","s613","y",\N,\N,\N,\N,"c","3","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"147"
"fh","2013-06-13 16:05:00","2013-06-13 16:06:00","s605","y",\N,\N,\N,\N,"c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Skua attacked nest. Bird stayed inside, not freaking out, skua left, bird flew out of the cage on my arrival","148"
"ms,lv","2013-06-14 09:04:00","2013-06-14 09:11:00","s405","y",\N,\N,"15","fo","f,e","4","0","w","0",\N,"noba","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"149"
"ms,lv","2013-06-14 11:04:00","2013-06-14 11:06:00","s406","y",\N,\N,\N,"fo","f,e","3","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"150"
"ms,lv","2013-06-14 13:48:00","2013-06-14 13:55:00","s706","y",\N,\N,"7","fo","f,e","4","0","w","0",\N,"noba","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"151"
"ms.lv","2013-06-14 14:31:00","2013-06-14 14:35:00","s707","y",\N,\N,"15","wo,fo","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"152"
"ms,lv","2013-06-14 14:59:00","2013-06-14 15:01:00","s708","y",\N,\N,\N,"fo","f,e","2","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"153"
"ms,lv","2013-06-14 09:14:00","2013-06-14 09:18:00","s613","y","7","58",\N,"fo","c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"passed by cage, bird tried to fly out, hit it 2 times, third time it was out: Back on nest after 4min","154"
"ms.lv","2013-06-14 12:29:00","2013-06-14 12:38:00","s705","y",\N,\N,\N,"fo","f,e,l","4","0","w","0",\N,"x-w,o,db/x-gf,gr?",\N,\N,\N,"on","16","on","309051",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","RC: not sure on right or on left. cage: 20sec before 1m from it, 3min before on nest","155"
"mb","2013-06-13 09:13:00","2013-06-13 09:19:00","s610","y","5","84","8","fo","l,c","4","0","w","0",\N,"x-db,w,o/x-gf,gr","10",\N,\N,"download","8",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"156"
"mb","2013-06-13 10:38:00","2013-06-13 10:42:00","s607","n",\N,\N,\N,\N,"c","0","0","p","0",\N,\N,\N,\N,\N,"off","32","off","306850",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"157"
"mb","2013-06-13 10:45:00","2013-06-13 10:45:00","d505","y","5","57","20","fo","c",\N,\N,\N,\N,\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew off nest while walking by","158"
"mb,fh","2013-06-13 11:00:00","2013-06-13 11:00:00","s606","n",\N,\N,\N,\N,"c","0","0","p","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"159"
"mb,fh","2013-06-13 11:02:00","2013-06-13 11:02:00","s401","n",\N,\N,\N,\N,"c","0","0","p","0",\N,\N,\N,\N,\N,"off","18","off","306844",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"160"
"mb,fh","2013-06-13 12:15:00","2013-06-13 13:05:00","s603","y",\N,\N,"7","fo,ro","ca,e,c","3","0","w","0","78",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"161"
"mb","2013-06-13 16:32:00","2013-06-13 16:39:00","s505","y",\N,\N,"0","fo,a","l,c","4","0","w","0",\N,"x-gf,gr/x-o,w","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","1m 16:40, in 16:40:08","162"
"mb","2013-06-14 09:28:00","2013-06-14 09:29:00","s803",\N,"5","99",\N,"fo","c",\N,\N,\N,\N,\N,"x-lb,gf,gr/m-dg,w,dg",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"163"
"mb","2013-06-14 10:12:00","2013-06-14 10:20:00","s510","y",\N,\N,"5","fo,a","f,e","4","0","w","0",\N,"noba","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"164"
"mb","2013-06-14 10:36:00","2013-06-14 10:45:00","s511","y",\N,\N,"10","fo","f,e","4","0","w","0",\N,"x-gf,gr/x-dg,r,o","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"165"
"mb","2013-06-14 12:57:00","2013-06-14 12:59:00","s510","y",\N,\N,\N,\N,"l,c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"166"
"mb","2013-06-14 13:01:00","2013-06-14 13:12:00","s511","y",\N,\N,\N,\N,"l,c","4","0","w","0",\N,\N,\N,\N,\N,"on","37","on","306872",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","1m 13:13, in 13:13:05","167"
"mb","2013-06-14 13:36:00","2013-06-14 13:40:00","s611","n",\N,\N,\N,\N,"l,c","3","0","m","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"switched off","14",\N,"logger: 11 is off; fake egg extremely hot otyher eggs probably cooked","168"
"mb","2013-06-14 13:44:00","2013-06-14 14:11:00","s803","y","5","103","4","ro","ca","4","0","w","0","81",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"169"
"mb,fh","2013-06-14 08:43:00","2013-06-14 09:05:00","s611","y","5","93",\N,"fo","l","3","0","w","0",\N,"x-gf,gr/m-dg,dg,dg",\N,\N,\N,"download",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"switched on","14",\N,"logger: 11 is on, to do: cut one row of cage","170"
"fh","2013-06-14 12:12:00","2013-06-14 12:17:00","s804","n",\N,\N,\N,\N,"f","1","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"laying of this egg occured within 10 min","171"
"mb,fh","2013-06-14 14:43:00","2013-06-14 15:26:00","s510","y","8","91","1","fo","ca,l","4","0","w","0","91",\N,\N,\N,\N,"on","41","on","306873",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"172"
"mb,fh","2013-06-14 15:35:00","2013-06-14 15:42:00","s504","n",\N,\N,\N,\N,"l,c","4","0","c","0",\N,\N,\N,\N,\N,"download","47",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"eggs turned","173"
"mb,ar","2013-06-14 21:01:00","2013-06-14 21:33:00","s605","y","5","106",\N,"wo,fo","ca,e,l","4","0","w","0","86","noba",\N,\N,\N,"on","54","on","309037",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"174"
"mb","2013-06-13 12:10:00","2013-06-13 12:10:05","s504","n",\N,\N,\N,\N,\N,\N,\N,"d",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"175"
"ar","2013-06-15 06:51:00","2013-06-15 07:00:00","e601","y",\N,\N,"5","ro","f,e","4","0","w","0",\N,"noba","0.2","noba","0.15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"176"
"lv,ms","2013-06-15 10:00:00","2013-06-15 10:06:00","s709","y",\N,\N,"15","fo","f,e","4","0","w","0",\N,"noba","15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"177"
"lv,ms","2013-06-15 14:48:00","2013-06-15 14:55:00","l701","y",\N,\N,"1","ro,fo","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"178"
"lv,ms","2013-06-15 16:25:00","2013-06-15 16:26:00","s710","y",\N,\N,"2","ro,fo","f,e","3","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do: pic eggs","179"
"ar","2013-06-15 13:23:00","2013-06-15 13:32:00","s614","y",\N,\N,"20","wo,fo","f,l","3","0","w","0",\N,"?-gf,gr/?-w,db,w","25",\N,\N,"on","66","on","309065",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"finally.","180"
"mb","2013-06-14 21:58:00","2013-06-12 22:02:00","s405","y",\N,\N,"0","ro","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"182"
"mb","2013-06-15 13:20:00","2013-06-15 13:25:00","l501","y",\N,\N,\N,"ro","f","3","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"183"
"mb","2013-06-15 13:54:00","2013-06-15 13:56:00","a501","y",\N,\N,"15","wo,a","c","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"female incubated","184"
"mb","2013-06-15 13:58:00","2013-06-15 14:00:00","d601","n",\N,\N,\N,\N,"l,c","0","0","p",\N,\N,\N,\N,\N,\N,"off","1","off","309044",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"185"
"mb,fh","2013-06-15 15:58:00","2013-06-15 16:25:00","d502","y",\N,\N,"6","ro","ca","4","0","w","0","90",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"187"
"ar","2013-06-15 13:40:00","2013-06-15 13:42:00","s614","y","6","140",\N,"fo","c","3","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","sneaking back 0:49, at cage 1:44, on nest 02:08. Forgot transponder in nest so had to go back, bird wo no problem. todo nail cage down","188"
"ar","2013-06-15 14:03:00","2013-06-15 14:15:00","s615","y",\N,\N,"40","wo","f,l","3","0","w","0",\N,"x-y,dg,dg/m-gf,gr","15",\N,\N,"on","32","on","309025",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"189"
"mb","2013-06-15 18:51:00","2013-06-15 18:52:00","s612","y",\N,\N,"1","ro","l","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","cage 1m 18:53:00, in 18:54:00","190"
"mb","2013-06-15 18:56:00","2013-06-15 18:59:00","s615","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"191"
"mb","2013-06-15 19:19:00","2013-06-15 19:21:00","s406","y",\N,\N,"10","ro","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"192"
"mb","2013-06-15 19:37:00","2013-06-15 19:41:00","s702","y","5","116","10","fo,ro","l","4","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","tagged bird was on; cage 1m 19:46:00 on 19:46:14","193"
"ar","2013-06-15 18:02:00","2013-06-15 18:14:00","s616","y",\N,\N,"15","fo","f,e","4","0","w","0",\N,"noba","0.5",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"194"
"mb,fh","2013-06-15 08:20:00","2013-06-15 09:00:00","e601","y","5","109",\N,"fo","ca,l","4","0","w","0","87",\N,\N,\N,\N,"on","18","on","309026",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"195"
"mb,fh","2013-06-15 12:37:00","2013-06-15 12:40:00","s510","y",\N,\N,\N,\N,"c","4","0","w","0",\N,"rc","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"196"
"ar","2013-06-15 18:43:00","2013-06-15 18:50:00","s617","y",\N,\N,"1","ro","f,e","4","0","w","0",\N,"noba","20",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"197"
